id,gu_name,name,rate,address,x_pos,y_pos,main_dishes,price,image_path
1342,마포구,아소토,4.5,서울시 마포구 합정동 371-1 1F,37.5471318,126.9142226,이자카야 / 오뎅 / 꼬치,2만원-3만원,../img/food_img/1342.png
1343,마포구,웨스트사이드,4.5,서울시 마포구 망원동 409-11,37.5556965,126.9023255,이탈리안,만원-2만원,../img/food_img/1343.png
1344,마포구,멜로즈,4.5,서울시 마포구 아현동 618-19 103호,37.5510017,126.9535976,브런치 / 버거 / 샌드위치,만원-2만원,../img/food_img/1344.png
1345,마포구,히비카레빵집,4.5,서울시 마포구 연남동 487-213 1F,37.565413,126.9171819,기타 일식,만원 미만,../img/food_img/1345.png
1346,마포구,카밀로라자네리아,4.4,서울시 마포구 서교동 382-13,37.5525462,126.9129024,이탈리안,만원-2만원,../img/food_img/1346.png
1347,마포구,빠넬로,4.4,서울시 마포구 서교동 400-22 건우상가주택,37.5493843,126.9189441,이탈리안,2만원-3만원,../img/food_img/1347.png
1348,마포구,교다이야,4.4,서울시 마포구 합정동 370-8 합정빌딩 1F,37.5468465,126.9132185,라멘 / 소바 / 우동,만원 미만,../img/food_img/1348.png
1349,마포구,마시타야,4.4,서울시 마포구 서교동 333-16,37.5548155,126.9266148,라멘 / 소바 / 우동,만원 미만,../img/food_img/1349.png
1350,마포구,복덕방,4.4,서울시 마포구 망원동 414-14 1F,37.5564285,126.9050447,고기 요리,만원-2만원,../img/food_img/1350.png
1351,마포구,라오삐약,4.4,서울시 마포구 망원동 396-27,37.5527274,126.9044338,다국적 아시아 음식,만원 미만,../img/food_img/1351.png
1352,마포구,라무라,4.4,서울시 마포구 합정동 395-16 1F,37.5497847,126.9085937,라멘 / 소바 / 우동,만원 미만,../img/food_img/1352.png
1353,마포구,스파카나폴리,4.4,서울시 마포구 합정동 413-2 2F,37.5488725,126.9156014,이탈리안,만원-2만원,../img/food_img/1353.png
1355,마포구,원조 조박집,4.4,서울시 마포구 용강동 40-1,37.5399453,126.9440665,고기 요리,2만원-3만원,../img/food_img/1355.png
1356,마포구,망원동즉석우동,4.4,서울시 마포구 망원동 386-4,37.5542449,126.9111339,라멘 / 소바 / 우동,만원 미만,../img/food_img/1356.png
1357,마포구,티크닉,4.4,서울시 마포구 연남동 250-5,37.564176,126.9227434,카페 / 디저트,만원 미만,../img/food_img/1357.png
1358,마포구,화상손만두,4.4,서울시 마포구 서교동 342-3 2F,37.553986,126.925831,정통 중식 / 일반 중식,만원-2만원,../img/food_img/1358.png
1359,마포구,퀜치커피,4.4,서울시 마포구 서교동 480-12 1F,37.5540118,126.9128474,카페 / 디저트,만원 미만,../img/food_img/1359.png
1360,마포구,아꽁뜨,4.4,서울시 마포구 연남동 225-50 1F,37.5644507,126.9263346,카페 / 디저트,만원 미만,../img/food_img/1360.png
1361,마포구,헤키,4.4,서울시 마포구 망원동 57-135 1F,37.5557228,126.907918,까스 요리,만원-2만원,../img/food_img/1361.png
1362,마포구,쿄라멘,4.4,서울시 마포구 연남동 385-4,37.5623069,126.9261766,라멘 / 소바 / 우동,만원 미만,../img/food_img/1362.png
1363,마포구,나루토 오모테나시,4.4,서울시 마포구 서교동 399-6 11F,37.5488887,126.9180289,이자카야 / 오뎅 / 꼬치,4만원 이상,../img/food_img/1363.png
1364,마포구,우동 이요이요,4.4,서울시 마포구 용강동 26-37,37.5410673,126.9447715,라멘 / 소바 / 우동,만원 미만,../img/food_img/1364.png
1365,마포구,하나라멘,4.4,서울시 마포구 연남동 390-44 1F,37.561649,126.9257611,라멘 / 소바 / 우동,만원 미만,../img/food_img/1365.png
1366,마포구,비파티세리,4.4,서울시 마포구 공덕동 105-67 1F,37.548574,126.9550887,카페 / 디저트,만원 미만,../img/food_img/1366.png
1367,마포구,이리에라멘,4.4,서울시 마포구 합정동 372-30 1F,37.5480687,126.9143843,라멘 / 소바 / 우동,만원 미만,../img/food_img/1367.png
1368,마포구,리플레토레,4.4,서울시 마포구 망원동 385-2 1F,37.5544403,126.9095441,이탈리안,만원-2만원,../img/food_img/1368.png
1369,마포구,Osteria Ora,4.4,서울시 마포구 서교동 468-17 1F,37.5563649,126.9143523,이탈리안,2만원-3만원,../img/food_img/1369.png
1370,마포구,윤서울,4.4,서울시 마포구 서교동 346-50 1F,37.555037,126.9241428,퓨전 한식,4만원 이상,../img/food_img/1370.png
1371,마포구,아키야라멘,4.4,서울시 마포구 합정동 368-51 1F,37.5457464,126.9153398,라멘 / 소바 / 우동,만원 미만,../img/food_img/1371.png
1372,마포구,오마,4.4,서울시 마포구 연남동 387-13 2F,37.5628595,126.9254161,이탈리안,2만원-3만원,../img/food_img/1372.png
1373,마포구,삼월황,4.4,서울시 마포구 서교동 457-9 1F,37.5576454,126.9140946,카페 / 디저트,만원 미만,../img/food_img/1373.png
1374,마포구,코랏,4.4,서울시 마포구 망원동 57-38 1F,37.5568102,126.9082215,태국 음식,만원 미만,../img/food_img/1374.png
1375,마포구,차차티클럽,4.4,서울시 마포구 동교동 150-2 4-5F,37.5605162,126.9245428,카페 / 디저트,만원 미만,../img/food_img/1375.png
1376,마포구,아트와떵,4.4,서울시 마포구 연남동 226-26,37.5633307,126.927362,프랑스 음식,만원-2만원,../img/food_img/1376.png
1377,마포구,그리스마스,4.4,서울시 마포구 연남동 383-82 B1,37.5618431,126.9267715,세계음식 기타,만원-2만원,../img/food_img/1377.png
1378,마포구,옥자,4.4,서울시 마포구 연남동 241-42,37.5654848,126.9224853,베트남 음식,만원-2만원,../img/food_img/1378.png
1379,마포구,쿠시파파,4.4,서울시 마포구 연남동 228-39 B1,37.5625172,126.9249315,이자카야 / 오뎅 / 꼬치,2만원-3만원,../img/food_img/1379.png
1380,마포구,키노키친,4.4,서울시 마포구 서교동 337-1 1F 1호,37.5546136,126.9291642,이탈리안,만원-2만원,../img/food_img/1380.png
1381,마포구,웻핑거치즈스테이크,4.4,서울시 마포구 서교동 333-29,37.5556245,126.9267936,스테이크 / 바베큐,만원-2만원,../img/food_img/1381.png
1382,마포구,상암회관,4.4,서울시 마포구 상암동 1597 1F,37.5813283,126.888557,국수 / 면 요리,만원 미만,../img/food_img/1382.png
1383,마포구,리밀앤밀리,4.4,서울시 마포구 서교동 375-45 1F,37.5545777,126.9187171,카페 / 디저트,만원 미만,../img/food_img/1383.png
1384,마포구,전주상회,4.4,서울시 마포구 연남동 226-29 106호,37.5627538,126.9268573,일반 주점,2만원-3만원,../img/food_img/1384.png
1385,마포구,웨스트빌피자,4.4,서울시 마포구 합정동 438-4,37.5508919,126.9072474,기타 양식,만원-2만원,../img/food_img/1385.png
1386,마포구,잘란연남,4.4,서울시 마포구 연남동 255-25,37.5622341,126.9237,다국적 아시아 음식,만원-2만원,../img/food_img/1386.png
1387,마포구,프릳츠커피컴퍼니,4.3,서울시 마포구 도화동 179-9,37.541021,126.9490382,카페 / 디저트,만원 미만,../img/food_img/1387.png
1388,마포구,오스테리아샘킴,4.3,서울시 마포구 합정동 386-37,37.5513246,126.9109233,이탈리안,3만원-4만원,../img/food_img/1388.png
1389,마포구,중화복춘,4.3,서울시 마포구 동교동 152-11 101호,37.5595684,126.9242579,정통 중식 / 일반 중식,4만원 이상,../img/food_img/1389.png
1390,마포구,잇텐고,4.3,서울시 마포구 합정동 396-14,37.5492294,126.9092224,라멘 / 소바 / 우동,만원 미만,../img/food_img/1390.png
1391,마포구,아날로그가든,4.3,서울시 마포구 서교동 446-58 1F,37.5554663,126.9180377,브런치 / 버거 / 샌드위치,만원 미만,../img/food_img/1391.png
1392,마포구,미완성식탁,4.3,서울시 마포구 망원동 404-32 1F,37.5552666,126.9038037,카페 / 디저트,만원 미만,../img/food_img/1392.png
1393,마포구,옥동식,4.3,서울시 마포구 서교동 385-6,37.5526513,126.9145118,탕 / 찌개 / 전골,만원 미만,../img/food_img/1393.png
1394,마포구,포비,4.3,서울시 마포구 합정동 426-18,37.5518689,126.9110601,카페 / 디저트,만원 미만,../img/food_img/1394.png
1395,마포구,야키토리묵,4.3,서울시 마포구 연남동 223-102 1F,37.5646654,126.9245756,이자카야 / 오뎅 / 꼬치,3만원-4만원,../img/food_img/1395.png
1396,마포구,연교,4.3,서울시 마포구 연남동 383-95 1F,37.5615952,126.9266652,딤섬 / 만두,만원-2만원,../img/food_img/1396.png
1397,마포구,진진,4.3,서울시 마포구 서교동 469-67 1F,37.5577785,126.9132507,정통 중식 / 일반 중식,2만원-3만원,../img/food_img/1397.png
1398,마포구,어반플랜트,4.3,서울시 마포구 합정동 363-28,37.5478942,126.9171286,카페 / 디저트,만원-2만원,../img/food_img/1398.png
1399,마포구,테일러커피,4.3,서울시 마포구 서교동 338-2 소로몰,37.5538016,126.9276834,카페 / 디저트,만원 미만,../img/food_img/1399.png
1400,양천구,목동해물,4.3,서울시 양천구 목동 406-75,37.5255651,126.8728515,해산물 요리,3만원-4만원,../img/food_img/1400.png
1401,양천구,히노야마,4.2,서울시 양천구 신정동 321-6 센트럴프라자 119호,37.5174938,126.8654977,정통 일식 / 일반 일식,만원-2만원,../img/food_img/1401.png
1402,양천구,강릉스낵,4.2,서울시 양천구 목동 406-65,37.5257772,126.8721316,기타 한식,만원 미만,../img/food_img/1402.png
1403,양천구,반쌥,4.1,서울시 양천구 신정동 1003-7 1F,37.5233968,126.8631199,태국 음식,만원-2만원,../img/food_img/1403.png
1404,양천구,미시락칼국수,4.1,서울시 양천구 목2동 527-9,37.5433544,126.8738358,국수 / 면 요리,만원 미만,../img/food_img/1404.png
1405,양천구,밥초,4.1,서울시 양천구 신정동 990-19,37.5250114,126.8628107,회 / 스시,만원-2만원,../img/food_img/1405.png
1406,양천구,우직서울,4,서울시 양천구 목동 497-12 1F,37.5444879,126.8702874,고기 요리,3만원-4만원,../img/food_img/1406.png
1407,양천구,팔방교자,4,서울시 양천구 목동 405-285 1F,37.5244464,126.8739541,딤섬 / 만두,만원 미만,../img/food_img/1407.png
1408,양천구,홍마방,4,서울시 양천구 목동 527 1F,37.5461589,126.8733076,기타 중식,만원 미만,../img/food_img/1408.png
1409,양천구,이키이키,4,서울시 양천구 목동 405-145 1F,37.5241919,126.8724408,라멘 / 소바 / 우동,만원 미만,../img/food_img/1409.png
1410,양천구,가랑삼계탕,4,서울시 양천구 목동 810-1,37.5273832,126.864447,탕 / 찌개 / 전골,만원-2만원,../img/food_img/1410.png
1412,양천구,카멜리온,3.9,서울시 양천구 신정동 987-1,37.5251742,126.8592231,베이커리,만원 미만,../img/food_img/1412.png
1413,양천구,금성수제돈까스,3.9,서울시 양천구 신정동 295-55,37.5180504,126.8735788,기타 한식,만원 미만,../img/food_img/1413.png
1414,양천구,진미집,3.9,서울시 양천구 목동 516 신현빌딩,37.5492573,126.8750078,전통 주점 / 포차,만원-2만원,../img/food_img/1414.png
1415,양천구,오봉집,3.9,서울시 양천구 목동 960 신한상가 1F,37.5490258,126.8644851,고기 요리,2만원-3만원,../img/food_img/1415.png
1416,양천구,나이스크림,3.9,서울시 양천구 신정동 319 우림필유 1F 101-1호,37.520906,126.8690513,카페 / 디저트,만원 미만,../img/food_img/1416.png
1417,양천구,오목집,3.8,서울시 양천구 목동 917 파라곤 B1,37.5294264,126.8751473,고기 요리,2만원-3만원,../img/food_img/1417.png
1418,양천구,파티세리소나,3.8,서울시 양천구 신정동 948-26,37.5244812,126.8554892,베이커리,만원 미만,../img/food_img/1418.png
1419,양천구,락희안,3.8,서울시 양천구 목동 405-285 2-3F,37.5244464,126.8739541,정통 중식 / 일반 중식,만원-2만원,../img/food_img/1419.png
1420,양천구,팔각도,3.8,서울시 양천구 목동 406-227 1F,37.5256011,126.8755974,닭 / 오리 요리,만원-2만원,../img/food_img/1420.png
1421,양천구,애틱인서울하우스,3.8,서울시 양천구 목동 405-334 수정빌딩 201호,37.5238193,126.8734479,카페 / 디저트,만원 미만,../img/food_img/1421.png
1422,양천구,한스,3.8,서울시 양천구 목동 406-183 1F,37.5256441,126.86944,카페 / 디저트,만원 미만,../img/food_img/1422.png
1423,양천구,라고파스타,3.7,서울시 양천구 목동 917-9 현대 41 타워 1F,37.5281164,126.8758458,기타 양식,만원-2만원,../img/food_img/1423.png
1424,양천구,푸오꼬,3.7,서울시 양천구 목동 917-9 현대41타워 B1,37.5281164,126.8758458,이탈리안,만원-2만원,../img/food_img/1424.png
1425,양천구,젠틀한식탁,3.7,서울시 양천구 목동 405-145,37.5241919,126.8724408,이탈리안,만원-2만원,../img/food_img/1425.png
1426,양천구,쿠마카세,3.7,서울시 양천구 목동 406-71,37.5256547,126.87289,이자카야 / 오뎅 / 꼬치,2만원-3만원,../img/food_img/1426.png
1427,양천구,커피별녹색잔,3.7,서울시 양천구 신정동 988-14,37.5252601,126.8608591,카페 / 디저트,만원 미만,../img/food_img/1427.png
1428,양천구,아리네,3.7,서울시 양천구 목동 406-114,37.5253696,126.8727046,카페 / 디저트,만원 미만,../img/food_img/1428.png
1429,양천구,댓짱돈까스,3.7,서울시 양천구 목동 923-6,37.5270892,126.8706189,까스 요리,만원 미만,../img/food_img/1429.png
1430,양천구,레몬버베나,3.7,서울시 양천구 목동 405-33 1F,37.5234175,126.8730353,카페 / 디저트,만원 미만,../img/food_img/1430.png
1431,양천구,닥터로빈,3.6,서울시 양천구 목동 962 목동트라팰리스,37.5255521,126.8712819,이탈리안,만원-2만원,../img/food_img/1431.png
1432,양천구,엉털네숯불꼼장어,3.6,서울시 양천구 목동 792-2,37.5332031,126.8639949,해산물 요리,만원-2만원,../img/food_img/1432.png
1433,양천구,아모르버터,3.6,서울시 양천구 신정동 998-15,37.5240774,126.8629926,카페 / 디저트,만원 미만,../img/food_img/1433.png
1434,양천구,평미가,3.6,서울시 양천구 신정동 294-12,37.5189616,126.8715265,국수 / 면 요리,만원 미만,../img/food_img/1434.png
1435,양천구,쿠마카레,3.6,서울시 양천구 목동 405-16,37.5241425,126.8737811,돈부리 / 일본 카레 / 벤토,만원 미만,../img/food_img/1435.png
1436,양천구,카페 제하,3.6,서울시 양천구 신정동 318-12,37.5216245,126.8704446,카페 / 디저트,만원 미만,../img/food_img/1436.png
1437,양천구,엉짱윤치킨,3.6,서울시 양천구 신정동 318-12 삼성쉐르빌 2차 상가 1F 101호,37.5216065,126.870422, 닭 / 오리 요리,만원-2만원,../img/food_img/1437.png
1438,양천구,에프스토리,3.5,서울시 양천구 목동 406-291,37.5255185,126.8731292,카페 / 디저트,만원 미만,../img/food_img/1438.png
1439,양천구,목동버거,3.5,서울시 양천구 신정동 1015-6 1F,37.5208821,126.8619523,브런치 / 버거 / 샌드위치,만원 미만,../img/food_img/1439.png
1440,양천구,살구나무집칼국수,3.5,서울시 양천구 신정동 1048-7,37.519523,126.8575867,국수 / 면 요리,만원 미만,../img/food_img/1440.png
1441,양천구,스시노미찌,3.4,서울시 양천구 목동 917-9,37.5281764,126.8758132,회 / 스시,3만원-4만원,../img/food_img/1441.png
1442,양천구,시민막국수 숯불닭갈비,3.4,서울시 양천구 신정동 296-10 1F,37.5195661,126.8717948,닭 / 오리 요리,만원-2만원,../img/food_img/1442.png
1443,양천구,가쯔레쯔,3.4,서울시 양천구 목동 917 B1,37.5295038,126.8751635,정통 일식 / 일반 일식,만원 미만,../img/food_img/1443.png
1444,양천구,마키나리,3.3,서울시 양천구 신정동 324-10 동문굿모닝탑1 1F 112호,37.5150543,126.8607566,기타 일식,만원-2만원,../img/food_img/1444.png
1445,양천구,빕스,3.3,서울시 양천구 목동 917-9 현대41타워 41F,37.5281164,126.8758458,패밀리 레스토랑,2만원-3만원,../img/food_img/1445.png
1446,양천구,로컬커피스탠드,3.3,서울시 양천구 신정동 296-36,37.5192561,126.8726263,카페 / 디저트,만원 미만,../img/food_img/1446.png
1447,양천구,은행골,3.2,서울시 양천구 목동 917 B1,37.5295038,126.8751635,회 / 스시,만원-2만원,../img/food_img/1447.png
1448,양천구,스쿨푸드,3.2,서울시 양천구 목동 916 현대백화점유플렉스목동 B2,37.5268539,126.8750349,기타 한식,만원 미만,../img/food_img/1448.png
1449,양천구,토다이U,3,서울시 양천구 목동 908-28 부영그린타운 B1,37.5363533,126.8811224,뷔페,3만원-4만원,../img/food_img/1449.png
1450,양천구,서가앤쿡,3,서울시 양천구 목동 405-270,37.5251245,126.8692926,이탈리안,2만원-3만원,../img/food_img/1450.png
1451,양천구,신야텐야,2.9,서울시 양천구 목동 513-30 1F,37.5466179,126.8719949,돈부리 / 일본 카레 / 벤토,만원 미만,../img/food_img/1451.png
1500,강서구,바코,4.6,서울시 강서구 마곡동 776-2 제107-2호,37.5682916,126.840364,이탈리안,만원-2만원,../img/food_img/1500.png
1501,강서구,자이온,4.4,서울시 강서구 염창동 273-30,37.5513893,126.8660841,브런치 / 버거 / 샌드위치,만원 미만,../img/food_img/1501.png
1502,강서구,조연탄,4.3,서울시 강서구 화곡동 782-12,37.5309097,126.8633084,고기 요리,만원-2만원,../img/food_img/1502.png
1503,강서구,금고깃집,4.3,"서울시 강서구 마곡동 772-8 109호, 203-205호",37.5606204,126.8331699,고기 요리,만원-2만원,../img/food_img/1503.png
1505,강서구,산청숯불가든,4.3,서울시 강서구 마곡동 791-9 102-108호,37.5611218,126.836984,고기 요리,만원-2만원,../img/food_img/1505.png
1506,강서구,원조나주곰탕,4.3,서울시 강서구 방화동 559-1,37.5726965,126.8100564,탕 / 찌개 / 전골,만원-2만원,../img/food_img/1506.png
1507,강서구,하양옥,4.3,서울시 강서구 마곡동 799-1 1F 118호,37.5591043,126.8280371,한정식 / 백반 / 정통 한식,만원-2만원,../img/food_img/1507.png
1509,강서구,희희잇,4.3,서울시 강서구 마곡동 799-11 A동 117호,37.558272,126.8292671,브런치 / 버거 / 샌드위치,만원-2만원,../img/food_img/1509.png
1511,강서구,웜테이블,4.2,서울시 강서구 등촌동 654-17 1F,37.555296,126.8571961,이탈리안,만원-2만원,../img/food_img/1511.png
1512,강서구,사이공윤다이,4.2,서울시 강서구 마곡동 757-3 218호,37.5686373,126.8267237,베트남 음식,만원 미만,../img/food_img/1512.png
1513,강서구,김치옥,4.2,서울시 강서구 마곡동 796-6 지투프라자 2F,37.5604481,126.8347221,고기 요리,만원-2만원,../img/food_img/1513.png
1514,강서구,공간녹음,4.2,서울시 강서구 마곡동 774-4 403호,37.5595609,126.8327215,기타 양식,만원-2만원,../img/food_img/1514.png
1515,강서구,헤리스헤이스,4.2,서울시 강서구 마곡동 774-5 103호,37.5601991,126.830519,카페 / 디저트,만원 미만,../img/food_img/1515.png
1516,강서구,강순자옛맛김치찌개,4.2,서울시 강서구 마곡동 795-5 2F,37.5602469,126.8368773,탕 / 찌개 / 전골,만원 미만,../img/food_img/1516.png
1517,강서구,코끼리탭룸,4.1,서울시 강서구 마곡동 773-3 힐스테이트에코동익 101동 1F 130호,37.5598784,126.8291564,치킨 / 호프 / 펍,만원-2만원,../img/food_img/1517.png
1518,강서구,떼헤브 (휴업중),4.1,서울시 강서구 마곡동 738 102호,37.5695071,126.8244682,카페 / 디저트,만원 미만,../img/food_img/1518.png
1519,강서구,헝그리부처,4.1,서울시 강서구 마곡동 800-1 퀸즈파크11차 133-135호(1F),37.5586746,126.831078,브런치 / 버거 / 샌드위치,만원 미만,../img/food_img/1519.png
1520,강서구,고드니,4.1,서울시 강서구 마곡동 760-2 캐슬파크 2F 220호,37.567879,126.8274685,카페 / 디저트,만원 미만,../img/food_img/1520.png
1521,강서구,광주똑순이,4.1,서울시 강서구 마곡동 722-3 정호빌딩 1F,37.5594007,126.8378637,해산물 요리,2만원-3만원,../img/food_img/1521.png
1522,강서구,Poke all day포케&샐러드,4.1,서울시 강서구 마곡동 797-14 힐스테이트에코마곡상가 205호,37.5596207,126.8372262,기타 양식,만원-2만원,../img/food_img/1522.png
1523,강서구,데판야끼다케시,4.1,서울시 강서구 마곡동 797-7 205호,37.559925,126.8343328,철판 요리,만원-2만원,../img/food_img/1523.png
1524,강서구,타이반쩜,4.1,서울시 강서구 마곡동 800-1 132호,37.5588167,126.8310072,태국 음식,만원 미만,../img/food_img/1524.png
1525,강서구,란콰이펑누들,4.1,서울시 강서구 마곡동 796-5 테크노타워,37.5604821,126.8344066,기타 중식,만원 미만,../img/food_img/1525.png
1526,강서구,사미식당,4.1,"서울시 강서구 마곡동 799-11 파인스퀘어 A동 107호(본관), 119호(배달관)",37.5584156,126.8294265,닭 / 오리 요리,만원 미만,../img/food_img/1526.png
1527,강서구,우아하계,4.1,서울시 강서구 마곡동 738-3 스프링파크타워 1F,37.5681676,126.8245324,닭 / 오리 요리,만원-2만원,../img/food_img/1527.png
1528,강서구,바삭하게,4.1,서울시 강서구 마곡동 772-5 리더스퀘어 2F 201호,37.5606089,126.8324584,기타 한식,만원 미만,../img/food_img/1528.png
1529,강서구,배진수어시장,4,서울시 강서구 마곡동 797-7 B1,37.559925,126.8343328,해산물 요리,2만원-3만원,../img/food_img/1529.png
1530,강서구,오지오커피,4,서울시 강서구 마곡동 774-2 115-116호,37.5596779,126.8313869,카페 / 디저트,만원 미만,../img/food_img/1530.png
1532,강서구,잔잔하게,4,서울시 강서구 마곡동 759 센트럴타워2 3F 301호,37.5681063,126.8254305,일반 주점,만원-2만원,../img/food_img/1532.png
1533,강서구,충북식당,4,서울시 강서구 화곡동 1006-5,37.5475776,126.835656,고기 요리,만원 미만,../img/food_img/1533.png
1534,강서구,고양이똥3,4,서울시 강서구 등촌동 655,37.5565282,126.8554192,카페/디저트,만원 미만,../img/food_img/1534.png
1535,강서구,르와조,4,서울시 강서구 마곡동 797 에이스타워 120호,37.559456,126.8338893,카페 / 디저트,만원 미만,../img/food_img/1535.png
1536,강서구,저스트텐동,4,서울시 강서구 마곡동 774-9 사이언스타 1F,37.5600042,126.8319305,돈부리 / 일본 카레 / 벤토,만원-2만원,../img/food_img/1536.png
1537,강서구,와카츠,4,서울시 강서구 화곡동 349-25 1F,37.5331805,126.8448177,까스 요리,만원 미만,../img/food_img/1537.png
1538,강서구,슬로우캘리,4,서울시 강서구 마곡동 772-5 1F 129호,37.5606089,126.8324584,기타 양식,만원-2만원,../img/food_img/1538.png
1539,강서구,나오키,3.9,서울시 강서구 등촌동 678-1 1F,37.561578,126.840067,회 / 스시,4만원 이상,../img/food_img/1539.png
1540,강서구,스시사라,3.9,서울시 강서구 마곡동 774-12 1F 101호,37.5600555,126.8330319,회 / 스시,4만원 이상,../img/food_img/1540.png
1541,강서구,발산삼계탕,3.9,서울시 강서구 내발산동 657-1,37.5562894,126.8378119,탕 / 찌개 / 전골,만원-2만원,../img/food_img/1541.png
1542,강서구,송쭈집,3.9,서울시 강서구 마곡동 759 센트럴타워2차 이마트에브리데이상가 2F,37.5681063,126.8254305,해산물 요리,만원-2만원,../img/food_img/1542.png
1544,강서구,후라토식당,3.9,서울시 강서구 마곡동 797-14 2F 211호,37.5596207,126.8372262,정통 일식 / 일반 일식,만원-2만원,../img/food_img/1544.png
1545,강서구,오우야 에스프레소바,3.9,서울시 강서구 마곡동 758-2 B동 117호,37.5686297,126.8257842,카페 / 디저트,만원 미만,../img/food_img/1545.png
1546,강서구,맹순이꽃게아구찜,3.9,서울시 강서구 내발산동 644-2,37.5581369,126.837717,해산물 요리,만원-2만원,../img/food_img/1546.png
1547,강서구,밀화당,3.9,서울시 강서구 마곡동 801 쿠쿠빌딩 1F,37.5585421,126.8336917,베이커리,만원 미만,../img/food_img/1547.png
1548,강서구,청기와타운,3.9,서울시 강서구 등촌동 673-6 201-204호,37.5587874,126.8400368,고기 요리,2만원-3만원,../img/food_img/1548.png
1549,강서구,쏭타이치앙마이,3.9,서울시 강서구 마곡동 796-3 마곡사이언스타워 117호,37.5604556,126.8339407,태국 음식,만원-2만원,../img/food_img/1549.png
1550,강서구,카페 티에리,3.9,서울시 강서구 마곡동 772-5 리더스퀘어 117호,37.5606089,126.8324584,카페 / 디저트,만원 미만,../img/food_img/1550.png
1551,강서구,리제르바,3.9,서울시 강서구 마곡동 797-7 퀸즈파크텐B동 409호,37.559925,126.8343328,카페 / 디저트,만원 미만,../img/food_img/1551.png
1553,강서구,고양이똥,3.8,서울시 강서구 등촌동 647-62,37.5520338,126.864644,브런치 / 버거 / 샌드위치,만원-2만원,../img/food_img/1553.png
1554,강서구,타르데마,3.8,서울시 강서구 내발산동 702-22,37.5508961,126.8369427,베이커리,만원 미만,../img/food_img/1554.png
1555,강서구,옥소반,3.8,서울시 강서구 마곡동 772-5 리더스퀘어 1F 119호,37.5606089,126.8324584,기타 일식,만원-2만원,../img/food_img/1555.png
1556,강서구,마곡테이블,3.8,서울시 강서구 마곡동 796-5 테크노타워 1F 107호,37.5604821,126.8344066,기타 양식,만원-2만원,../img/food_img/1556.png
1558,강서구,바스버거,3.8,서울시 강서구 마곡동 796-3 마곡사이언스타워 1F,37.5604556,126.8339407,브런치 / 버거 / 샌드위치,만원 미만,../img/food_img/1558.png
1559,강서구,속초그바람에,3.8,서울시 강서구 등촌동 674-2,37.5593356,126.839278,해산물 요리,만원-2만원,../img/food_img/1559.png
1560,강서구,더블랙,3.7,서울시 강서구 마곡동 797-14 힐스테이트 에코마곡 2F 214호,37.5596207,126.8372262,고기 요리,만원-2만원,../img/food_img/1560.png
1561,강서구,심야식당켬,3.7,서울시 강서구 마곡동 760-2 롯데캐슬파크 226호,37.567879,126.8274685,전통 주점 / 포차,2만원-3만원,../img/food_img/1561.png
1562,강서구,옛날한우곱창전문,3.7,서울시 강서구 등촌동 647-9,37.5532186,126.863793,고기 요리,만원-2만원,../img/food_img/1562.png
1563,강서구,루브레드,3.7,서울시 강서구 등촌동 654-1,37.5559714,126.8568069,베이커리,만원 미만,../img/food_img/1563.png
1564,강서구,김종용누룽지통닭,3.7,서울시 강서구 화곡동 1068-31,37.54024,126.8344505,닭 / 오리 요리,만원 미만,../img/food_img/1564.png
1565,강서구,등촌최월선칼국수,3.6,서울시 강서구 등촌동 654-95,37.55604,126.8567056,국수 / 면 요리,만원 미만,../img/food_img/1565.png
1566,강서구,유림,3.6,서울시 강서구 염창동 280-6,37.5478007,126.8717167,닭 / 오리 요리,2만원-3만원,../img/food_img/1566.png
1567,강서구,안영자면옥,3.6,서울시 강서구 마곡동 799-11,37.558272,126.8292671,국수 / 면 요리,만원-2만원,../img/food_img/1567.png
1568,강서구,닥터로빈,3.6,서울시 강서구 화곡동 1094 귀뚜라미사옥빌딩,37.5269308,126.8409775,이탈리안,만원-2만원,../img/food_img/1568.png
1569,강서구,랑 월,3.6,서울시 강서구 마곡동 797-7 퀸즈파크텐 206호,37.559925,126.8343328,정통 중식 / 일반 중식,만원 미만,../img/food_img/1569.png
1571,강서구,냐항바바바,3.6,서울시 강서구 등촌동 656-29,37.5571311,126.8541341,베트남 음식,만원 미만,../img/food_img/1571.png
1572,강서구,브런치팩토리,3.6,서울시 강서구 마곡동 751 엠밸리15단지 상가 102호,37.5563945,126.8268713,브런치 / 버거 / 샌드위치,만원 미만,../img/food_img/1572.png
1573,강서구,탄탄면공방,3.6,서울시 강서구 마곡동 797-14 에코마곡힐스테이트 123호,37.5596207,126.8372262,기타 중식,만원 미만,../img/food_img/1573.png
1574,강서구,긴꼬리초밥,3.6,서울시 강서구 마곡동 797-14,37.5596207,126.8372262,회 / 스시,만원-2만원,../img/food_img/1574.png
1575,강서구,소바트럭,3.5,서울시 강서구 등촌동 639-9 110호,37.5584598,126.8566213,라멘 / 소바 / 우동,만원 미만,../img/food_img/1575.png
1576,강서구,똑순이막국수,3.5,서울시 강서구 내발산동 700 발산상가,37.558683,126.837595,국수 / 면 요리,만원 미만,../img/food_img/1576.png
1577,강서구,카페우드진,3.5,서울시 강서구 마곡동 772-5,37.5606089,126.8324584,카페 / 디저트,만원 미만,../img/food_img/1577.png
